filename,duration,model,transcription,processing_time,processing_time_per_duration,status
dataset/kaggle/Speaker0033/Speaker0033_032.wav,60000.36 ms,apple_speech,The ring of occasionally rears a nestling in captivity but it does not seem at any time of life to prove a very attractive pet white found it strangely ferocious and another writer describes it as listless and uninteresting the only notable success on record is that scored by Sengen who set some of the eggs under a tame pigeon and secured one survivor that appears to have grown quite tame but was unfortunate eaten by a hawk at any rate it did it's kind good service by listing on their side the pen of the most ardent apologies they have ever had indeed Sinton did not hesitate to rate the farmers soundly for persecuting the bird in willful ignorance of its unpaid services in clearing their ground obnoxious weeds,3723.34 ms,0.06,Success
dataset/kaggle/Speaker0033/Speaker0033_032.wav,60000.36 ms,whisper_cpp,"[t0=0, t1=760, text=The ringed off occasionally rears a nestling in captivity, but it does not seem at any time, t0=760, t1=1552, text=of life to prove a very attractive pet. White found it strangely ferocious, and another, t0=1552, t1=2116, text=writer describes it as ""listless and uninteresting."", t0=2116, t1=2760, text=The only notable success on record is that scored by a singe-un who set some of the eggs under, t0=2760, t1=3408, text=a tame pigeon and secured one survivor that appears to have grown quite tame, but was, t0=3408, t1=4140, text=unfortunately eaten by a hawk. At any rate it did its kind good service by enlisting on their, t0=4140, t1=4836, text=side the pen of the most ardent apologists they have ever had. Indeed, Cinjun did not hesitate, t0=4836, t1=5472, text=to rate the farmer's soundly for persecuting the bird in willful ignorance of its unpaid, t0=5472, t1=5860, text=services in clearing their ground of noxious weeds.]",576.73 ms,0.01,Success
dataset/kaggle/Speaker0033/Speaker0033_032.wav,60000.36 ms,openai_whisper," The ringed off occasionally rears a nestling in captivity, but it does not seem at any time of life to prove a very attractive pet. White found it strangely ferocious, and another writer describes it as listless and uninteresting. The only notable success on record is that scored by a singeon, who set some of the eggs under a tame pigeon and secured one survivor that appears to have grown quite tame, but was unfortunately eaten by a hawk. At any rate it did its kind good service by enlisting on their side the pen of the most ardent apologists they have ever had. Indeed, singeon did not hesitate to rate the farmers soundly, for persecuting the bird in willful ignorance of its unpaid services in clearing their ground of noxious weeds.",951.79 ms,0.02,Success
dataset/kaggle/Speaker0033/Speaker0033_032.wav,60000.36 ms,vosk,the ring dove occasionally arrears and nestling in captivity but it does not seem at any time of life to prove a very attractive pet white found it strangely ferocious and another writer describes it as listless and interesting the only notable success on record is that scored by singe and who set some of the eggs under a tame pigeon unsecured one survivor that appears to have grown quite tame but was unfortunately eaten by a hawk at any rate it did it's kind good service by enlisting on their side the pen of the most ardent apologist they have ever had indeed sinton did not hesitate to rate the farmers soundly for persecuting the bird in willful ignorance of it's unpaid services in clearing that ground of noxious weeds,2350.35 ms,0.04,Success
dataset/kaggle/Speaker0033/Speaker0033_033.wav,60000.36 ms,mlx_whisper," Yet, however true his eloquent P. may have been in respect of his native Loseon, there would be some difficulty in persuading South Country agriculturists of the Wood Pigeons hidden virtues. To those however who do not sow that they may reap, the subject of these remarks has irresistible charm. There is doubtless monotony in its cooling, yet, heard in a still plantation of furs, with no other sound than perhaps the distant call of a shepherd, or barking of a farm dog, it is a music singularly in harmony with the peaceful scene. The arrowy flight of these birds, when they come in from the fields at sundown, and fall like rushing waters on the tree tops, is an even more memorable sound. To the sportsman above all, the Wood Pigeon shows itself as...",624.53 ms,0.01,Success
dataset/kaggle/Speaker0033/Speaker0033_033.wav,60000.36 ms,apple_speech,Yet however true his eloquent he may have been in respect of his native Lothian there would be some difficulty in persuading South country agriculturist of the wood pigeons hidden virtues to those however who do not so that they may reap the subject of these remarks has irresistible charm there is darkness monotony in its cooling yet heard in a steel plantation of furs with no other sound then perhaps the distant call of the Shepherd or barking of a farm dog it is a music singularly in harmony with the peaceful scene the arrow E flight of these birds when they come in from the fields at sundown and fall like rushing Waters on the treetops is an even more memorable sound to the sportsman above all the wood pigeon shows itself,3516.72 ms,0.06,Success
dataset/kaggle/Speaker0033/Speaker0033_033.wav,60000.36 ms,whisper_cpp,"[t0=0, t1=586, text=Yet, however true his eloquent P may have been in respect of his native loathian, there, t0=586, t1=1224, text=would be some difficulty in persuading South Country agricultureists of the Woodpigeons, t0=1224, t1=1516, text=hidden virtues., t0=1516, t1=2170, text=To those however who do not so that they may reap, the subject of these remarks has irresistible, t0=2170, t1=2310, text=charm., t0=2310, t1=3154, text=There is doubtless monotony in its cooing, yet, heard in a still plantation of furs, with no, t0=3154, t1=3844, text=other sound than perhaps the distant call of a shepherd, or barking of a farm dog, it is, t0=3844, t1=4382, text=a music singularly in harmony with the peaceful scene., t0=4382, t1=4922, text=The arrow we flight of these birds when they come in from the fields at sundown, and, t0=4922, t1=5618, text=fall like rushing waters on the treetops, is an even more memorable sound., t0=5618, t1=5994, text=the sportsmen above all, the wood pigeon shows itself as]",651.04 ms,0.01,Success
dataset/kaggle/Speaker0033/Speaker0033_033.wav,60000.36 ms,openai_whisper," Yet, however true his eloquent P may have been in respect of his native loathian, there would be some difficulty in persuading South Country agricultureists of the Woodpigeons hidden virtues. To those however who do not so that they may reap, the subject of these remarks has irresistible charm. There is doubtless monotony in its cooing, yet, heard in a still plantation of furs, with no other sound than perhaps the distant call of a shepherd, or barking of a farm dog, it is a music singularly in harmony with the peaceful scene. The arrow we flight of these birds when they come in from the fields at sundown and fall like rushing waters on the treetops, is an even more memorable sound. To the sportsmen above all, the Woodpigeon shows itself as",1029.31 ms,0.02,Success
dataset/kaggle/Speaker0033/Speaker0033_033.wav,60000.36 ms,vosk,yet however to his eloquent p may have been in respect of his native lazy in there would be some difficulty in persuading south country agriculturists of the would pigeons hidden the choose to those however who do not so that they may reap the subject of these remarks has irresistible charm there is doubtless monotony in it's cooing yet heard in a still plantation of thurs with no other sound then perhaps the distance call of a shepherd or barking of a farm dog it is a music singularly in harmony with the peaceful scene the arrow we flight of these birds when they come in from the fields some sundown and for like rushing water on the treetops is an even more memorable sound to the sportsman above all the would pigeon shows itself as,2285.76 ms,0.04,Success
dataset/kaggle/Speaker0034/Speaker0034_001.wav,60000.36 ms,mlx_whisper," The upper corner was a return address of the Ajax mining corporation in New York City. Greg Stunnert was the president of the company and Mr. Brewster was its chief field engineer. Since you are flying to Brazil to join your father, Mr. Stunnert continued, I have decided to have you deliver this letter personally rather than take the risk of it falling into the wrong hands. He paused, gave Biffa keen steady glance and asked, did your father tell you why he was going to the headwaters of the Amazon River? He wrote that he was going on a jungle safari replied Biff, and he invited me to fly to Brazil and join him as a birthday present. Biff was thinking back to his birthday party at the Brewster home, in Indianapolis less than a week ago. His mother had brought in a cake with 16 lighted candles that Biff had blown out with a single puff to the delight of the twins.",676.91 ms,0.01,Success
dataset/kaggle/Speaker0034/Speaker0034_001.wav,60000.36 ms,apple_speech,Have a corner was the return address of the Ajax mining corporation in New York City Greg Stannett was the president of the company and Mr. Brewster was its chief field engineer since you are flying to Brazil to join your father Mr. Stone continued I've decided to have you deliver this letter personally rather than take the risk of it falling into the wrong hands he pauses gave me a keen steady glance and asked did your father tell you why he was going to the headwaters of the Amazon River he wrote that he was going on a jungle Safari replied Biff and he invited me to fly to Brazil and join him as a birthday present Beth was thinking back to his birthday party at the Brewster home in Indianapolis less than a week ago his mother had brought in a cake with 16 lighted candles that Biff had blown out with a single puff to the delight of the twins,3925.43 ms,0.07,Success
dataset/kaggle/Speaker0034/Speaker0034_001.wav,60000.36 ms,whisper_cpp,"[t0=0, t1=592, text=The upper corner was the return address of the Ajax Mining Corporation in New York City., t0=592, t1=1328, text=Greg Stunnet was the President of the company and Mr Brewster was its Chief Field Engineer., t0=1328, t1=1816, text=Since you are flying to Brazil to join your father, Mr Stunnet continued, ""I've decided, t0=1816, t1=2284, text=to have you deliver this letter personally rather than take the risk of it falling into, t0=2284, t1=2572, text=the wrong hands."", t0=2572, t1=3068, text=The applause gave Biff a keen steady glance and asked, ""Did your father tell you why, t0=3068, t1=3548, text=he was going to the headwaters of the Amazon River?"", t0=3548, t1=4124, text=He wrote that he was going on a jungle safari replied Biff, and he invited me to fly to, t0=4124, t1=4512, text=Brazil and join him as a birthday present., t0=4512, t1=4980, text=Biff was thinking back to his birthday party at the Brewster home in Indianapolis, t0=4980, t1=5144, text=less than a week ago., t0=5144, t1=5668, text=His mother had brought in a cake with 16 lighted candles that Biff had blown out with, t0=5668, t1=5996, text=a single puff to the delight of the twins.]",645.71 ms,0.01,Success
dataset/kaggle/Speaker0034/Speaker0034_001.wav,60000.36 ms,openai_whisper," The upper corner was the return address of the Ajax Mining Corporation in New York City. Greg Stunnet was the President of the company and Mr Brewster was its Chief Field Engineer. Since you are flying to Brazil to join your father, Mr Stunnet continued, I've decided to have you deliver this letter personally rather than take the risk of it falling into the wrong hands. The applause gave Biff a keen steady glance and asked, did your father tell you why he was going to the headwaters of the Amazon River? He wrote that he was going on a jungle safari replied Biff, and he invited me to fly to Brazil and join him as a birthday present. Biff was thinking back to his birthday party at the Brewster home in Indianapolis less than a week ago. His mother had brought in a cake with 16 lighted candles that Biff had blown out with a single puff to the delight of the twins.",1369.99 ms,0.02,Success
dataset/kaggle/Speaker0034/Speaker0034_001.wav,60000.36 ms,vosk,if a corner was the return address of the ajax mining corporation in new york city greg stern it was the president of the company and mr brewster was it's chief field engineer since you are flying to brazil to join your father mr stanhope continued i've decided to have you deliver this letter personally rather than take the risk of falling into the wrong hands he paused gave birth a cane steady glance and asked did your father tell you why he was going to the headwaters of the amazon river he wrote that he was going on a jungle safari replied biff and he invited me to fly to brazil and join him as a birthday present biff was thinking back to his birthday party at the brewster home in indianapolis less than a week ago his mother had brought in a cake with sixteen lighting candles that befell blown out with a single puff to the delight of the twins,2723.23 ms,0.05,Success
dataset/kaggle/Speaker0034/Speaker0034_006.wav,60000.36 ms,mlx_whisper," anywhere between Bellum and Manus, he poured inquiringly. Then getting no response he added, if you go farther up the Amazon or any of its tributaries, you will need to know the dialects of Indian tribes as well. The strange as easy persuasive tone almost caused Bif to remark that he was going on beyond Manus. But he caught himself in time and said nothing. You may have to talk fast too. This fellow passion is continued. Those tribes are often dangerous. You are sure to find head hunters among them. This time, Bif asked a question. Have you been among the head hunters, sir? The strange as small widened. My name is Serbot, Nicholas Serbot, and yours, Bruce Bruster, my friends call me Bif. Nicholas Serbot inclined his head politely. No, I've never been among the head hunters, Bif. I come to Manus, occasionally to do business, pussarmi.",1278.84 ms,0.02,Success
dataset/kaggle/Speaker0034/Speaker0034_006.wav,60000.36 ms,apple_speech,If anywhere between Bell and Manor he poured inquiringly then getting no response he added if you go further up the Amazon or any of it distributors you will need to know the dialects of Indian tribes as well the strangers easy persuasive tone almost almost caused beef to remark that he was going on beyond manners but he caught himself in time and said nothing you might have to talk fast too best fellow passenger continued those chimes are often dangerous you're sure to find headhunters among them this time Beth asked a question have you been among the headhunters sir the strangest smile widen my name is Serber Nicholas Silver and yours Bruce Brewster my friend call me Biff Nicola Saba inclined his head politely no I've never been among the headhunters Biff I come to manners occasionally to do business,7452.50 ms,0.12,Success
dataset/kaggle/Speaker0034/Speaker0034_006.wav,60000.36 ms,whisper_cpp,"[t0=0, t1=640, text=anywhere between Bellum and Manus, he poured inquiringly. Then getting no response he added,, t0=640, t1=1216, text=if you go farther up the Amazon or any of its tributaries, you will need to know the dialects, t0=1216, t1=1860, text=of Indian tribes as well. The strange is easy persuasive tone almost caused Beth to remark, t0=1860, t1=2484, text=that he was going on beyond Manus, but he caught himself in time and said nothing. You, t0=2484, t1=3176, text=may have to talk fast too. This fellow passenger continued, those tribes are often dangerous,, t0=3176, t1=3752, text=you are sure to find headhunters among them. This time Beth asked the question, ""Have, t0=3752, t1=4340, text=you been among the headhunters, sir?"" The stranger's smile widened, ""My name is, t0=4340, t1=5084, text=Sirbot, Nicholas Sirbot, and yours?"" Bruce Brewster, my friends, called me Beth. Nicholas, t0=5084, t1=5660, text=Sirbot inclined his head politely, ""No, I have never been among the headhunters, Beth. I, t0=5660, t1=5992, text=come to Mena's occasionally to do business for some]",663.66 ms,0.01,Success
dataset/kaggle/Speaker0034/Speaker0034_006.wav,60000.36 ms,openai_whisper," anywhere between Bellum and Manus, he poured inquiringly. Then getting no response he added, if you go farther up the Amazon or any of its tributaries, you will need to know the dialects of Indian tribes as well. The strange is easy persuasive tone almost caused Beth to remark that he was going on beyond Manus, but he caught himself in time and said nothing. You may have to talk fast too. This fellow passenger continued. Those tribes are often dangerous. You are sure to find headhunters among them. This time Beth asked the question, have you been among the headhunters, sir? The strangest smile widened. My name is Sirbot, Nicholas Sirbot, and yours? Bruce Brewster, my friends, call me Beth. Nicholas Sirbot in Clanges had politely, no, I'd never been among the headhunters, Beth. I come to Manus, occasionally, to do business for some years.",1438.55 ms,0.02,Success
dataset/kaggle/Speaker0034/Speaker0034_006.wav,60000.36 ms,vosk,the anywhere between him and manners he poured inquiry lee than getting no response he added if you go farther up the amazon or any of it's tributaries you will need to know that dialects of indian tribes as well the strange is easy persuasive tone almost close biff to remark that he was going on beyond manners but he caught himself in time and said nothing he may have to talk fast to this fellow passenger continued those tribes are often dangerous you're sure to find headhunters among them this time before the question have you been among the head hunters sir the strangest smile widened my name is serbo nicholas further and yours bruce bruce that my friends call me biff nicholas server inclined his head politely know i've never been among the head hunters biff i come to manners occasionally to do business for some,3156.61 ms,0.05,Success
dataset/kaggle/Speaker0034/Speaker0034_010.wav,60000.36 ms,mlx_whisper," years. With it his suspicions are surrogate faded, the smiling man was leaning back in his seat, his own eyes closed as if in sleep. His hands were folded loosely across his stomach. For the first time this saw why surrogate wore that constant smile, the left side of his mouth was curled to match the right, which was drawn upward by a scar that began at the corner of his lips, and became increasingly jagged until it ended beside his right eyebrow. Before, the large rooms and green tint of the sunglasses had helped to hide the scar, but surrogate had removed them before he went to sleep. Now, as Biff studied him, surrogate opened his eyes slowly and gave Biff a sleepy glance, realizing that Biff had observed the scar surrogate raised his right hand and traced it lightly with his full finger. A decoration I received during World War II he commented, while I was working with the French underground.",663.67 ms,0.01,Success
dataset/kaggle/Speaker0034/Speaker0034_010.wav,60000.36 ms,apple_speech,Is with it his suspicions of servo faded the smiling man was leading back in his seat his own eyes closed as if in sleep his hands were folded loosely across his stomach for the first time this so wise so but will that constant smile the left side of his mouth was cold to match the right which was drawn upward by a scar that began at the corner of his lips and became increasingly jagged until it ended beside his right eyebrow before the large rooms and green tint of the sunglasses had helped to hide the scar but server had removed them before he went to sleep now as Beth studied him sober opened his eyes slowly and gave me a sleepy glance realizing that Bidford observed the scar so but raise his right hand and traced it lightly with his full finger a decoration I received during World War II he commented while I was working with the French underground,7755.21 ms,0.13,Success
dataset/kaggle/Speaker0034/Speaker0034_010.wav,60000.36 ms,whisper_cpp,"[t0=0, t1=736, text=ears. With it his suspicions of Serba faded. The smiling man was leading back in his seat,, t0=736, t1=1344, text=his own eyes closed as if in sleep. His hands were folded loosely across his stomach., t0=1344, t1=1912, text=For the first time Bissau wise Serba wore that constant smile, the left side of his mouth, t0=1912, t1=2484, text=was curled to match the right, which was drawn upward by a scar that began at the corner, t0=2484, t1=3156, text=of his lips, and became increasingly jagged until it ended beside his right eyebrow., t0=3156, t1=3726, text=Before, the large rooms and green tint of the sunglasses had helped to hide the scar, but, t0=3726, t1=4320, text=Serba had removed them before he went to sleep. Now, as Bissau studied him, Serba opened, t0=4320, t1=4868, text=his eye slowly and gave Biffa sleepy glance, realising that Biffa had observed the scar,, t0=4868, t1=5292, text=Serba raised his right hand and traced it lightly with his full finger., t0=5292, t1=5972, text=A decoration I received during World War II, while I was working with the French Underground.]",981.08 ms,0.02,Success
dataset/kaggle/Speaker0034/Speaker0034_010.wav,60000.36 ms,openai_whisper," ears. With it his suspicions of Serba faded. The smiling man was leaning back in his seat, his own eyes closed as if in sleep. His hands were folded loosely across his stomach. For the first time Bissau wise Serba wore that constant smile, the left side of his mouth was curled to match the right, which was drawn upward by a scar that began at the corner of his lips, and became increasingly jagged until it ended beside his right eyebrow. Before, the large rooms and green tint of the sunglasses had helped to hide the scar, but Serba had removed them before he went to sleep. Now, as Bissau studied him, Serba opened his eye slowly and gave Biffa sleepy glance, realising that Biffa had observed the scar, Serba raised his right hand and traced it lightly with his full finger. A decoration I received during World War II, he commented, while I was working with the French Underground.",1899.90 ms,0.03,Success
dataset/kaggle/Speaker0034/Speaker0034_010.wav,60000.36 ms,vosk,his with it his suspicions a serbo faded the smiling man was leading back in his seat his own eyes closed as if in sleep his hands were folded loosely across his stomach for the first time be so wiser but whoa that constant small the left side of his mouth was cold to match the right which was drawn output by a scar that began at the corner of his lips and became increasingly jag it until it ended beside his right eyebrow before the large rooms and green tint of the sunglasses had helped to hide the scar but server had removed them before he went to sleep now as biff started him sober opened his eyes loading gave birth a sleepy glance realizing that bifida observed the scar sober raised his right hand and traced it lightly with his forefinger a declaration i received during world war two he commented while i was working with the french on the ground,2863.04 ms,0.05,Success
dataset/kaggle/Speaker0034/Speaker0034_012.wav,60000.36 ms,mlx_whisper," Serbot changed the subject abruptly, leaning toward Biffy began pointing out more sights from the window as the plain followed the north bank of the river. There, the jungle had opened into widespread grazing lands, studied by a range of low, flat top mountains. Perched on one summit was a little town that Serbot said was called Monterele Grey. Then they were far out over the river again, and the Amazon once more resembled a choppy yellow sea until the order came to Fasten's safety belts. The plane was coming to a landing at Santéram on the south bank. Serbot pointed out to Biffy the wide, tapajor's river, which discouraged a huge flood into the turbulent Amazon, splotching the yellow tide with long streaks of green that looked like washed from the jungle, and shone with emerald brilliance in the noon days sun. The plane ruled off again.",669.34 ms,0.01,Success
dataset/kaggle/Speaker0034/Speaker0034_012.wav,60000.36 ms,apple_speech,So what change the subject to abruptly leaning towards Biff he began pointing out more sites from the window as the plane followed the north bank of the river there the jungle had opened into widespread grazing land studied by a range of low flat top mountains perched on one summit was a little town that serve it serve was called Monte Alegre then they were far out over the river again and the Amazon wants more resemble the choppy yellow sea until the order came to fasten the safety belts the plane was coming to a landing at Santiam on the Southbank serve pointed out to Biff the wide Tapper jaws river which discovered a huge flood into the turbulent Amazon splotching the yellow tie with long streaks of green that look like washed from the jungle and Sean with emerald brilliance in the noonday sun the plane road,7961.55 ms,0.13,Success
dataset/kaggle/Speaker0034/Speaker0034_012.wav,60000.36 ms,whisper_cpp,"[t0=0, t1=590, text=Serba changed the subject abruptly, leaning toward Biffy began pointing out more sights, t0=590, t1=1010, text=from the window as the plane followed the north bank of the river., t0=1010, t1=1720, text=There, the jungle had opened into widespread grazing lands, studied by a range of low, flat, t0=1720, t1=1870, text=top mountains., t0=1870, t1=2544, text=Perched on one summit was a little town that Serba told Monty Elegre., t0=2544, t1=3074, text=Then they were far out over the river again, and the Amazon once more resembled a choppy, t0=3074, t1=3596, text=yellow sea until the order came to fasten safety belts., t0=3596, t1=4108, text=The plane was coming to a landing at Santarium on the south bank., t0=4108, t1=4726, text=Serba pointed out to Biff the wide tapper jaws river, which discores to huge flood into, t0=4726, t1=5302, text=the turbulent Amazon, splotching the yellow tide with long streaks of green that looked, t0=5302, t1=5904, text=like washed from the jungle and shone with emerald brilliance in the newndae sun.]",581.34 ms,0.01,Success
dataset/kaggle/Speaker0034/Speaker0034_012.wav,60000.36 ms,openai_whisper," Serba changed the subject abruptly, leaning toward Biffy began pointing out more sights from the window as the plane followed the north bank of the river. There, the jungle had opened into widespread grazing lands, studied by a range of low, flat top mountains. Perched on one summit was a little town that Serba told Monty Elegre. Then they were far out over the river again, and the Amazon once more resembled a choppy yellow sea until the order came to fastened safety belts. The plane was coming to a landing at Santarium on the south bank. Serba pointed out to Biff the wide tapper jaws river, which discouraged a huge flood into the turbulent Amazon, splotching the yellow tide with long streaks of green that looked like washed from the jungle and shone with emerald brilliance in the newndae sun. The plane roared off again.",1337.35 ms,0.02,Success
dataset/kaggle/Speaker0034/Speaker0034_012.wav,60000.36 ms,vosk,sober change the subject abruptly leaning toward if he began pointing out more science from the window as the plane follow the north bank of the river their the jungle had opened into a widespread grazing then studied by range of low flat top mountains perched on one some it was a little town that service said was called monte l a gray then they were far out over the river again and the amazon once more resembled a choppy yellow sea until the old came to fasten safety belts the plane was coming to a landing at santorum on the south bank server pointed out to beth the wide topic jaws river which disgorged a huge flood into the turbulent amazon splurging the yellow tied with long streaks of green that looked like watched from the jungle and shown with emerald brilliance in the noonday sun the plane rolled off,3330.94 ms,0.06,Success
dataset/kaggle/Speaker0034/Speaker0034_014.wav,60000.36 ms,mlx_whisper," gold hunt, but he was careful to avoid answering any direct questions at Sirbot put to him. It was late afternoon when Sirbot indicated a great dark swirl of water that merged with the muddy Amazon marking the mouth of another huge tributary. The black water of the Rio Negro defined Sirbot. From here it is only 10 miles up to Manus. Soon the plain landed at the Manus airport, and a few minutes later Biff was being welcomed by his father, a tall ragged man with dark hair and tanned, square-jored face, and older counterpart of Biff himself except for the boy's blonde hair. But when Biff looked around for Mr. Sirbot, hoping to introduce him to Mr. Bruster, he found to his surprise that his companion of the plain trip was already gone. Biff and his dad talked about the famine everything at home while they were picking up this luggage. Mr. Bruster then led the way.",671.17 ms,0.01,Success
dataset/kaggle/Speaker0034/Speaker0034_014.wav,60000.36 ms,apple_speech,The hunt but he is careful to avoid answering any direct questions at so but put to him it was late afternoon when Sabot indicated a great dark swirl of water that merged with the muddy Amazon marking the mouth of another huge tributary the black water of the Rio Negro define Serber from here it is only 10 miles up to Manor soon the plane landed at the madness airport and a few minutes later Beth was being welcomed by his father a tall rugged man with dark hair and tanned square jaw face and old counterpart of bit himself except for the boys blonde hair but when Biff looks around for Mr. Sobo hoping to introduce him to Mr. Brewster he found his surprise at his companion of the plane trip was already gone Beth and his dad talked about the family everything at home while they were picking up this luggage Mr. Bruce then led the way,6843.66 ms,0.11,Success
dataset/kaggle/Speaker0034/Speaker0034_014.wav,60000.36 ms,whisper_cpp,"[t0=0, t1=700, text=a gold hunt, but he was careful to avoid answering any direct questions at Serbot put to him., t0=700, t1=1244, text=It was late afternoon when Serbot indicated a great, dark swirl of water that merged with, t0=1244, t1=1884, text=the muddy Amazon, marking the mouth of another huge tributary. The black water of the, t0=1884, t1=2608, text=Rio Negro defined Serbot. From here it is only ten miles up to Manus. Soon the plane, t0=2608, t1=3196, text=landed at the Manus Airport, and a few minutes later Biff was being welcomed by his father,, t0=3196, t1=3858, text=a tall, rugged man with dark hair and tanned, square-jawed face, an old counterpart of Biff, t0=3858, t1=4504, text=himself except for the boy's blonde hair. But when Biff looked around for Mr. Serbot,, t0=4504, t1=4964, text=hoping to introduce him to Mr. Brewster, he found to his surprise at his companion of the, t0=4964, t1=5664, text=plane trip was already gone. Biff and his dad talked about the family at home while they, t0=5664, t1=5990, text=were picking up this luggage. Mr. Brewster then led the way]",656.98 ms,0.01,Success
dataset/kaggle/Speaker0034/Speaker0034_014.wav,60000.36 ms,openai_whisper," a gold hunt, but he was careful to avoid answering any direct questions at Serbot put to him. It was late afternoon when Serbot indicated a great, dark swirl of water that merged with the muddy Amazon, marking the mouth of another huge tributary. The black water of the Rio Negro defined Serbot. From here it is only ten miles up to Manus. Soon the plane landed at the Manus Airport, and a few minutes later Biff was being welcomed by his father, a tall, rugged man with dark hair and tanned, square-jawed face, an old counterpart of Biff himself except for the boy's blonde hair. But when Biff looked around for Mr Serbot, hoping to introduce him to Mr Brewster, he found to his surprise that his companion of the plane trip was already gone. Biff and his dad talked about the family at everything at home while they were picking up this luggage. Mr Brewster then led the way.",1648.48 ms,0.03,Success
dataset/kaggle/Speaker0034/Speaker0034_014.wav,60000.36 ms,vosk,the gold hunt but he is careful to avoid answering any direct questions at serbo put to him it was late afternoon when server indicated a great dog swirl of water that merged with the money amazon marking the mouth of another huge tributary the black wolf of the rio negro define server from here it is only ten miles up to manners soon the plane landed at the mannis airport and a few minutes later biff was being welcomed by his father at all rugged man with dark hair and tanned square jawed face and old a counterpart of biff himself except for the boys blonde hair but when biff looked around for mister server hoping to introduce him to mister brewster he found to his surprise that his companion of the plane trip was already gone better his dad talked about the family and everything at home while they were picking up his luggage mr brewster then lead the way,3043.80 ms,0.05,Success
dataset/kaggle/Speaker0034/Speaker0034_018.wav,60000.36 ms,mlx_whisper," a chuckle to the fallen, but Mr. Brewster was very serious. They uncovered a fabulous income mine, resumed Mr. Brewster. It was too far and too difficult to bring the gold down the Amazon, so they worked their way to the Arinoca River, which brought them out through Venezuela. Kirby sent Nara back to the mine and then returned to Minus Garez, hoping to find someone to help finance the claim. But people either didn't believe his story, or they were the sword he wouldn't trust. But he trusted me and I believed him when he gave me these. Mr. Brewster brought out of his pockets and small samples of all that fairly glistened with gold. Biff had learned enough regarding mining and minerals, from his dad to recognize a value of these specimens, in an ore-tome Biff asked, is there much of this in the mine, Dan? A whole mountain full reply Mr. Brewster, from what Luke Kirby told me.",703.31 ms,0.01,Success
dataset/kaggle/Speaker0034/Speaker0034_018.wav,60000.36 ms,apple_speech,There's a chuckle to follow but Mr. Brewster was very serious they uncovered a fabulous income mine resumed Mr. Brewster it was too far too difficult to bring the gold down the Amazon so they worked their way to the Orinoco ribbon which brought them out through Venezuela Kirby sent Nara back to the mine and then return to Mingus hoping to find someone to help finance the claim but people either didn't believe his story or they were the sort he wouldn't trust but he trusted me and I believed him when he gave me these Mr. Brewster brought out of his pockets and small samples of all that fairy glisten with gold best had learned enough regarding mining and minerals from his dad to recognize the value of the specimens in an old town Beth ask is there much of this in the mind and a whole mountain for reply Mr. Brewster from what Lou Kirby told me,6745.55 ms,0.11,Success
dataset/kaggle/Speaker0034/Speaker0034_018.wav,60000.36 ms,whisper_cpp,"[t0=0, t1=604, text=a chuckle to follow, but Mr. Brewster was very serious. They uncovered a fabulous, t0=604, t1=1120, text=income mine, resumed Mr. Brewster. It was too far and too difficult to bring the, t0=1120, t1=1648, text=gold down the Amazon, so they worked their way to the Orenoko River, which brought them, t0=1648, t1=2298, text=out through Venezuela. Kirby sent Nara back to the mine and then returned to, t0=2298, t1=2928, text=Minus Gerez, hoping to find someone to help finance the claim, but people either, t0=2928, t1=3412, text=didn't believe his story or they were the sort he wouldn't trust. But he trusted, t0=3412, t1=3900, text=me and I believed him when he gave me these. Mr. Brewster brought out of his pockets, t0=3900, t1=4380, text=and small samples of awe that fairly glistened with gold. Biff had learned enough, t0=4380, t1=4972, text=regarding mining and minerals from his dad to recognize a value of these specimens in, t0=4972, t1=5604, text=an odd tone Biff asked, ""Is there much of this in the mine, Dan?"" A whole mountain, t0=5604, t1=5992, text=full reply Mr Brewster from what Lou Kirby told me.]",590.45 ms,0.01,Success
dataset/kaggle/Speaker0034/Speaker0034_018.wav,60000.36 ms,openai_whisper," a chuckle to follow, but Mr. Brewster was very serious. They uncovered a fabulous income mine, resumed Mr. Brewster. It was too far and too difficult to bring the gold down the Amazon, so they worked their way to the Orenoko River, which brought them out through Venezuela. Kirby sent Nara back to the mine and then returned to Minus Gerez, hoping to find someone to help finance the claim, but people either didn't believe his story or they were the sort he wouldn't trust, but he trusted me and I believed him when he gave me these. Mr. Brewster brought out of his pockets and small samples of awe that fairly glistened with gold. Biff had learned enough regarding mining and minerals from his dad to recognize a value of these specimens in an odd tone Biff asked, is there much of this in the mind, Dan? A whole mountain full reply Mr. Brewster from what Lou Kirby told me.",1266.60 ms,0.02,Success
dataset/kaggle/Speaker0034/Speaker0034_018.wav,60000.36 ms,vosk,the chocolate to follow but mr brewster was very serious they uncovered a fabulous income mine resumed mr brewster it was too far too difficult to bring the go down the amazon so they work their way to the orinoco rhythm which brought them out through venezuela curvy sent nora back to the mine and then returned to minutes gary's hoping to find someone to help finance the claim but people either didn't believe his story or they were the sword he wouldn't trust but he trusted me and i believed him when he gave me these mr brewster brought out of his pockets and small samples of or that thirty glistened with go beth had learned enough regarding mining and minerals from his dad to recognize the value of these specimens and an old town biff ask isn't much of this in the mind and a whole mountain full reply mr brewster from what lou kirby told me,2886.31 ms,0.05,Success
